title,prices,features,booking_start,organizing
"
Not Furnished 3 BHK Villa for Sale in Ghatkesar
Blu Sri Sri County




















 Similar Properties,Ghatkesar

New Booking

 76 L         

 5278 per sq.ft. Carpet Area

","
 76 L         ","


Carpet Area

              1440 sq.ft (133.78 sq.m) 

                    @ 5278 /-                


Possession On
NA


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
3BHK Premium Gated Community  for Sale in Sainikpuri.
GKs Festoon




















 Similar Properties,Sainikpuri

New Booking

 1.05 Cr         

 7162 per sq.ft. Carpet Area

","
 1.05 Cr         ","


Carpet Area

              1466 sq.ft (136.2 sq.m) 

                    @ 7162 /-                


Possession On
Ready To Move


Floor
Ground Floor


Bathrooms
3


",Posted : 11 days ago,"
Builder : 
SHARAT PAVAN
"
"
2BHK Premium Gated Community  for Sale in Sainikpuri
GKs Festoon




















 Similar Properties,Sainikpuri

New Booking

 72.63 L         

 7198 per sq.ft. Carpet Area

","
 72.63 L         ","


Carpet Area

              1009 sq.ft (93.74 sq.m) 

                    @ 7198 /-                


Possession On
Ready To Move


Floor
Ground Floor


Bathrooms
2


",Posted : 11 days ago,"
Builder : 
SHARAT PAVAN
"
"
2BHK Apartment for Sale in Bandlaguda Jagir
Vaishnavi Oasis




















 Similar Properties,Bandlaguda Jagir

New Booking

 71.40 L         

 7438 per sq.ft. Carpet Area

","
 71.40 L         ","


Carpet Area

              960 sq.ft (89.19 sq.m) 

                    @ 7438 /-                


Possession On
Ready To Move


Floor
9


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+15 more

",Posted : 10 days ago,"
Agent : 
Rnaveen
"
"
Not Furnished 3 BHK Apartment for Sale in Gachibowli
Theme Ambience Golf View




















 Similar Properties,Gachibowli

New Booking

 96 L         

 6250 per sq.ft. Carpet Area

","
 96 L         ","


Carpet Area

              1536 sq.ft (142.7 sq.m) 

                    @ 6250 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4 BHK Apartment for Sale in Narsingi
NCC Urban One




















 Similar Properties,Narsingi

New Booking

 2.12 Cr         

 10076 per sq.ft. Carpet Area

","
 2.12 Cr         ","


Carpet Area

              2104 sq.ft (195.47 sq.m) 

                    @ 10076 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Trimulgherry
Relcon Marvel




















 Similar Properties,Trimulgherry

New Booking

 1.59 Cr         

 7500 per sq.ft. Carpet Area

","
 1.59 Cr         ","


Carpet Area

              2120 sq.ft (196.95 sq.m) 

                    @ 7500 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Gachibowli
Accurate Wind Chimes




















 Similar Properties,Gachibowli

New Booking

 91.69 L         

 7988 per sq.ft. Carpet Area

","
 91.69 L         ","


Carpet Area

              1148 sq.ft (106.65 sq.m) 

                    @ 7988 /-                


Possession On
NA


Floor
2


Bathrooms
1



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Narsingi
NCC Urban One




















 Similar Properties,Narsingi

New Booking

 1.23 Cr         

 10018 per sq.ft. Carpet Area

","
 1.23 Cr         ","


Carpet Area

              1228 sq.ft (114.08 sq.m) 

                    @ 10018 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Nallagandla
Aparna Sarovar Grande




















 Similar Properties,Nallagandla

New Booking

 1.19 Cr         

 7124 per sq.ft. Carpet Area

","
 1.19 Cr         ","


Carpet Area

              1680 sq.ft (156.08 sq.m) 

                    @ 7124 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Nacharam
Raheja Vistas




















 Similar Properties,Nacharam

New Booking

 73.68 L         

 6250 per sq.ft. Carpet Area

","
 73.68 L         ","


Carpet Area

              1179 sq.ft (109.53 sq.m) 

                    @ 6250 /-                


Possession On
NA


Floor
2


Bathrooms
1



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kokapet
Rajapushpa Atria




















 Similar Properties,Kokapet

New Booking

 3.54 Cr         

 16668 per sq.ft. Carpet Area

","
 3.54 Cr         ","


Carpet Area

              2128 sq.ft (197.7 sq.m) 

                    @ 16668 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4 BHK Apartment for Sale in Kokapet
Rajapushpa Atria




















 Similar Properties,Kokapet

New Booking

 4.60 Cr         

 16667 per sq.ft. Carpet Area

","
 4.60 Cr         ","


Carpet Area

              2764 sq.ft (256.78 sq.m) 

                    @ 16667 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4 BHK Apartment for Sale in Madhapur
Sahiti Karthikeya Panorama




















 Similar Properties,Madhapur

New Booking

 1.91 Cr         

 9375 per sq.ft. Carpet Area

","
 1.91 Cr         ","


Carpet Area

              2040 sq.ft (189.52 sq.m) 

                    @ 9375 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Nallagandla
Aparna Sarovar Grande




















 Similar Properties,Nallagandla

New Booking

 1.09 Cr         

 7124 per sq.ft. Carpet Area

","
 1.09 Cr         ","


Carpet Area

              1536 sq.ft (142.7 sq.m) 

                    @ 7124 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4 BHK Apartment for Sale in Nallagandla
Aparna Sarovar Grande




















 Similar Properties,Nallagandla

New Booking

 2.09 Cr         

 7124 per sq.ft. Carpet Area

","
 2.09 Cr         ","


Carpet Area

              2936 sq.ft (272.76 sq.m) 

                    @ 7124 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kokapet
Vertex Panache




















 Similar Properties,Kokapet

New Booking

 1.32 Cr         

 8500 per sq.ft. Carpet Area

","
 1.32 Cr         ","


Carpet Area

              1556 sq.ft (144.56 sq.m) 

                    @ 8500 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kokapet
Vertex Panache




















 Similar Properties,Kokapet

New Booking

 1.14 Cr         

 8500 per sq.ft. Carpet Area

","
 1.14 Cr         ","


Carpet Area

              1344 sq.ft (124.86 sq.m) 

                    @ 8500 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Gachibowli
Theme Ambience Golf View




















 Similar Properties,Gachibowli

New Booking

 87 L         

 6250 per sq.ft. Carpet Area

","
 87 L         ","


Carpet Area

              1392 sq.ft (129.32 sq.m) 

                    @ 6250 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Gachibowli
Accurate Wind Chimes




















 Similar Properties,Gachibowli

New Booking

 97.67 L         

 8363 per sq.ft. Carpet Area

","
 97.67 L         ","


Carpet Area

              1168 sq.ft (108.51 sq.m) 

                    @ 8363 /-                


Possession On
NA


Floor
2


Bathrooms
1



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Nacharam
Raheja Vistas




















 Similar Properties,Nacharam

New Booking

 97.12 L         

 6250 per sq.ft. Carpet Area

","
 97.12 L         ","


Carpet Area

              1554 sq.ft (144.37 sq.m) 

                    @ 6250 /-                


Possession On
NA


Floor
2


Bathrooms
1



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Kokapet
Rajapushpa Atria




















 Similar Properties,Kokapet

New Booking

 1.80 Cr         

 16668 per sq.ft. Carpet Area

","
 1.80 Cr         ","


Carpet Area

              1080 sq.ft (100.34 sq.m) 

                    @ 16668 /-                


Possession On
NA


Floor
2


Bathrooms
1



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kokapet
Rajapushpa Atria




















 Similar Properties,Kokapet

New Booking

 2.24 Cr         

 16668 per sq.ft. Carpet Area

","
 2.24 Cr         ","


Carpet Area

              1348 sq.ft (125.23 sq.m) 

                    @ 16668 /-                


Possession On
NA


Floor
2


Bathrooms
2



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
 2 BHK Apartment for Sale in Kapra
SL Maple Crown




















 Similar Properties,Kapra

New Booking

 39.19 L         

 5747 per sq.ft. Carpet Area

","
 39.19 L         ","


Carpet Area

              682 sq.ft (63.36 sq.m) 

                    @ 5747 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
1


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
2BHK Villa for Sale in Indresham
Indresham

New Booking

 57.20 L         

 6501 per sq.ft. Carpet Area

","
 57.20 L         ","


Carpet Area

              880 sq.ft (81.75 sq.m) 

                    @ 6501 /-                


Possession On
Oct'22


Bathrooms
2


",Posted : 18 days ago,"
Agent : 
Shiva Shankar
"
"
Not Furnished 2 BHK Apartment for Sale in Malkajgiri
Jai Bhavaani Avenue




















 Similar Properties,Malkajgiri

New Booking

 64.73 L         

 7364 per sq.ft. Carpet Area

","
 64.73 L         ","


Carpet Area

              879 sq.ft (81.66 sq.m) 

                    @ 7364 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 10 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
 3 BHK Apartment for Sale in Mallampet
Sterling Silver Heights




















 Similar Properties,Mallampet

New Booking

 76.77 L         

 5251 per sq.ft. Carpet Area

","
 76.77 L         ","


Carpet Area

              1462 sq.ft (135.82 sq.m) 

                    @ 5251 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
3


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Lallaguda
KK Rao Elite Residency




















 Similar Properties,Lallaguda

New Booking

 72 L         

 6000 per sq.ft. Carpet Area

","
 72 L         ","


Carpet Area

              1200 sq.ft (111.48 sq.m) 

                    @ 6000 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Manikonda
Vazhraa Vihhari




















 Similar Properties,Manikonda

New Booking

 86.10 L         

 9258 per sq.ft. Carpet Area

","
 86.10 L         ","


Carpet Area

              930 sq.ft (86.4 sq.m) 

                    @ 9258 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Bachupally
Jai Sri Devi Homes




















 Similar Properties,Bachupally

New Booking

 47.40 L         

 5000 per sq.ft. Carpet Area

","
 47.40 L         ","


Carpet Area

              948 sq.ft (88.07 sq.m) 

                    @ 5000 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Ameenpur
Aditi Murthys Pride




















 Similar Properties,Ameenpur

New Booking

 47.25 L         

 5625 per sq.ft. Carpet Area

","
 47.25 L         ","


Carpet Area

              840 sq.ft (78.04 sq.m) 

                    @ 5625 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Ramanthapur
Sai Ram Towers




















 Similar Properties,Ramanthapur

New Booking

 50.64 L         

 6322 per sq.ft. Carpet Area

","
 50.64 L         ","


Carpet Area

              801 sq.ft (74.42 sq.m) 

                    @ 6322 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Manchirevula
Hallmark Sunnyside




















 Similar Properties,Manchirevula

New Booking

 79.05 L         

 7874 per sq.ft. Carpet Area

","
 79.05 L         ","


Carpet Area

              1004 sq.ft (93.27 sq.m) 

                    @ 7874 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Alwal
ARC JSR Arcatrium




















 Similar Properties,Alwal

New Booking

 56.51 L         

 5563 per sq.ft. Carpet Area

","
 56.51 L         ","


Carpet Area

              1016 sq.ft (94.39 sq.m) 

                    @ 5563 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Nagole
Krushi Gardenia




















 Similar Properties,Nagole

New Booking

 1.14 Cr         

 6877 per sq.ft. Carpet Area

","
 1.14 Cr         ","


Carpet Area

              1666 sq.ft (154.78 sq.m) 

                    @ 6877 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Saroor Nagar
Sai Samyuktha Bismillah Samyuktha Residency




















 Similar Properties,Saroor Nagar

New Booking

 60.52 L         

 5625 per sq.ft. Carpet Area

","
 60.52 L         ","


Carpet Area

              1076 sq.ft (99.96 sq.m) 

                    @ 5625 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Narsingi
Riddhi Saphire




















 Similar Properties,Narsingi

New Booking

 84.81 L         

 8250 per sq.ft. Carpet Area

","
 84.81 L         ","


Carpet Area

              1028 sq.ft (95.5 sq.m) 

                    @ 8250 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Sainikpuri
G K S Festoon Nakshatra




















 Similar Properties,Sainikpuri

New Booking

 88.70 L         

 6002 per sq.ft. Carpet Area

","
 88.70 L         ","


Carpet Area

              1478 sq.ft (137.31 sq.m) 

                    @ 6002 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Sanath Nagar
Harmony Marvel




















 Similar Properties,Sanath Nagar

New Booking

 77.80 L         

 7313 per sq.ft. Carpet Area

","
 77.80 L         ","


Carpet Area

              1064 sq.ft (98.85 sq.m) 

                    @ 7313 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Ameenpur
Sreenidhi Garuda




















 Similar Properties,Ameenpur

New Booking

 30.40 L         

 5252 per sq.ft. Carpet Area

","
 30.40 L         ","


Carpet Area

              579 sq.ft (53.79 sq.m) 

                    @ 5252 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Bachupally
Jai Sri Devi Homes




















 Similar Properties,Bachupally

New Booking

 48.40 L         

 5000 per sq.ft. Carpet Area

","
 48.40 L         ","


Carpet Area

              968 sq.ft (89.93 sq.m) 

                    @ 5000 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4+ BHK Apartment for Sale in Jubilee Hills
Mantri A




















 Similar Properties,Jubilee Hills

New Booking

 17.34 Cr         

 17501 per sq.ft. Carpet Area

","
 17.34 Cr         ","


Carpet Area

              9908 sq.ft (920.48 sq.m) 

                    @ 17501 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Gopanpally
Honer Aquantis




















 Similar Properties,Gopanpally

New Booking

 1.23 Cr         

 7835 per sq.ft. Carpet Area

","
 1.23 Cr         ","


Carpet Area

              1572 sq.ft (146.04 sq.m) 

                    @ 7835 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Hyder Nagar
Teja Janakirama Towers




















 Similar Properties,Hyder Nagar

New Booking

 40.80 L         

 6248 per sq.ft. Carpet Area

","
 40.80 L         ","


Carpet Area

              653 sq.ft (60.67 sq.m) 

                    @ 6248 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Pragathi Nagar
Sri RL City Pragathi Nagar




















 Similar Properties,Pragathi Nagar

New Booking

 55 L         

 3929 per sq.ft. Carpet Area

","
 55 L         ","


Carpet Area

              1400 sq.ft (130.06 sq.m) 

                    @ 3929 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Alwal
ARC JSR Arcatrium




















 Similar Properties,Alwal

New Booking

 91.67 L         

 5563 per sq.ft. Carpet Area

","
 91.67 L         ","


Carpet Area

              1648 sq.ft (153.1 sq.m) 

                    @ 5563 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 4 BHK Apartment for Sale in Kompally
Beccun Lifestyle




















 Similar Properties,Kompally

New Booking

 1.64 Cr         

 5000 per sq.ft. Carpet Area

","
 1.64 Cr         ","


Carpet Area

              3280 sq.ft (304.72 sq.m) 

                    @ 5000 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Peerancheru
Pbel City Tower L - Opal




















 Similar Properties,Peerancheru

New Booking

 92.93 L         

 5950 per sq.ft. Carpet Area

","
 92.93 L         ","


Carpet Area

              1562 sq.ft (145.11 sq.m) 

                    @ 5950 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Peerancheru
Pbel City Tower K - Aquamarine




















 Similar Properties,Peerancheru

New Booking

 1.25 Cr         

 8050 per sq.ft. Carpet Area

","
 1.25 Cr         ","


Carpet Area

              1562 sq.ft (145.11 sq.m) 

                    @ 8050 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kothaguda
Greater Koneru Kassel




















 Similar Properties,Kothaguda

New Booking

 1.27 Cr         

 6526 per sq.ft. Carpet Area

","
 1.27 Cr         ","


Carpet Area

              1953 sq.ft (181.44 sq.m) 

                    @ 6526 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Gundlapochampally
Skylar Grand Lotus




















 Similar Properties,Gundlapochampally

New Booking

 47.04 L         

 4752 per sq.ft. Carpet Area

","
 47.04 L         ","


Carpet Area

              990 sq.ft (91.97 sq.m) 

                    @ 4752 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Chanda Nagar
Bhuvi GMS Classic Nivas




















 Similar Properties,Chanda Nagar

New Booking

 54.05 L         

 5875 per sq.ft. Carpet Area

","
 54.05 L         ","


Carpet Area

              920 sq.ft (85.47 sq.m) 

                    @ 5875 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
3BHK Apartment for Sale in Kondapur
Incor Viva City




















 Similar Properties,Kondapur

New Booking

 1.41 Cr         

 7622 per sq.ft. Carpet Area

","
 1.41 Cr         ","


Carpet Area

              1850 sq.ft (171.87 sq.m) 

                    @ 7622 /-                


Possession On
Dec'23


Floor
4


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+30 more

",Posted : 25 days ago,"
Agent : 
Ramana
"
"
 4 BHK Apartment for Sale in Kompally
Splendours Shweta Shubham




















 Similar Properties,Kompally

New Booking

 1.22 Cr         

 6001 per sq.ft. Carpet Area

","
 1.22 Cr         ","


Carpet Area

              2035 sq.ft (189.06 sq.m) 

                    @ 6001 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
4


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Semi Furnished 2BHK Villa for Sale in Adibatla
Adibatla

New Booking

 71.50 L         

 6500 per sq.ft. Carpet Area

","
 71.50 L         ","


Carpet Area

              1100 sq.ft (102.19 sq.m) 

                    @ 6500 /-                


Possession On
Ready To Move


Bathrooms
3



Amenities


                          Parking                      

                          Power Backup                      

                          Swimming Pool                      

                          Security                      

+20 more

",Posted : 26 days ago,"
Agent : 
Ramu
"
"
 2 BHK Apartment for Sale in Kukatpally
Gokuls Bhuvanam




















 Similar Properties,Kukatpally

New Booking

 81.76 L         

 7000 per sq.ft. Carpet Area

","
 81.76 L         ","


Carpet Area

              1168 sq.ft (108.51 sq.m) 

                    @ 7000 /-                


Possession On
NA


Floor
Ground Floor


Bathrooms
1


",Posted : 26 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Bahadurpally
Praneeth Pranav Flora




















 Similar Properties,Bahadurpally

New Booking

 48.41 L         

 6255 per sq.ft. Carpet Area

","
 48.41 L         ","


Carpet Area

              774 sq.ft (71.91 sq.m) 

                    @ 6255 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Kompally
Modi Sterling Heights




















 Similar Properties,Kompally

New Booking

 48.76 L         

 4377 per sq.ft. Carpet Area

","
 48.76 L         ","


Carpet Area

              1114 sq.ft (103.49 sq.m) 

                    @ 4377 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Tukkuguda
Urban Heights




















 Similar Properties,Tukkuguda

New Booking

 43.14 L         

 3751 per sq.ft. Carpet Area

","
 43.14 L         ","


Carpet Area

              1150 sq.ft (106.84 sq.m) 

                    @ 3751 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Serilingampally
Neela Kanta Nilayam




















 Similar Properties,Serilingampally

New Booking

 1.11 Cr         

 8753 per sq.ft. Carpet Area

","
 1.11 Cr         ","


Carpet Area

              1270 sq.ft (117.99 sq.m) 

                    @ 8753 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 3 BHK Apartment for Sale in Upperpally
Riddhi S Elite




















 Similar Properties,Upperpally

New Booking

 99.50 L         

 6765 per sq.ft. Carpet Area

","
 99.50 L         ","


Carpet Area

              1471 sq.ft (136.66 sq.m) 

                    @ 6765 /-                


Possession On
NA


Floor
2


Bathrooms
2


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Bachupally
RK Raghavendra Brundhavanam




















 Similar Properties,Bachupally

New Booking

 69.23 L         

 5375 per sq.ft. Carpet Area

","
 69.23 L         ","


Carpet Area

              1288 sq.ft (119.66 sq.m) 

                    @ 5375 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Nallagandla
Akruthi Aarya Sree Breeze




















 Similar Properties,Nallagandla

New Booking

 59.66 L         

 6002 per sq.ft. Carpet Area

","
 59.66 L         ","


Carpet Area

              994 sq.ft (92.35 sq.m) 

                    @ 6002 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
"
Not Furnished 2 BHK Apartment for Sale in Keesara
Viya Sindhu One




















 Similar Properties,Keesara

New Booking

 25.78 L         

 5127 per sq.ft. Carpet Area

","
 25.78 L         ","


Carpet Area

              503 sq.ft (46.73 sq.m) 

                    @ 5127 /-                


Possession On
NA


Floor
2


Bathrooms
1


",Posted : 4 days ago,"
Agent : 
Hyderabad Marketing Team
"
